"English","PartOfSpeech","Meaning","Example","Date"
"amass","v.","积聚, 积累","","2026-01-04T11:01:19.654Z"
"ambiguous","adj.","有歧义的, 模糊不清的","","2026-01-04T11:01:19.654Z"
"ambivalent","adj.","（情感、态度）矛盾的","","2026-01-04T11:01:19.654Z"
"ameliorate","v.","改善, 提升","","2026-01-04T11:01:19.654Z"
"amenable","adj.","愿意的, 服从的","","2026-01-04T11:01:19.654Z"
"amicable","adj.","和善的","","2026-01-04T11:01:19.654Z"
"amid","prep.","在…之中","","2026-01-04T11:01:19.654Z"
"amiss","adj.","错误的","","2026-01-04T11:01:19.654Z"
"amorphous","adj.","无固定形状的","","2026-01-04T11:01:19.654Z"
"amplify","v.","详细阐述","","2026-01-04T11:01:19.654Z"
"anachronism","n.","时代错乱","","2026-01-04T11:01:19.654Z"
"analgesic","n.","止痛药","","2026-01-04T11:01:19.654Z"
"analogous","adj.","相似的","","2026-01-04T11:01:19.654Z"
"anarchism","n.","无政府主义","","2026-01-04T11:01:19.654Z"
"anathema","n.","极其讨厌的人或事","","2026-01-04T11:01:19.654Z"
"anatomize","v.","解剖","","2026-01-04T11:01:19.654Z"
"anchor","v.","使...稳定","","2026-01-04T11:01:19.654Z"
"ancillary","adj.","辅助的","","2026-01-04T11:01:19.654Z"
"anecdote","n.","趣闻，轶事","","2026-01-04T11:01:19.654Z"
"anemia","n.","缺乏活力","","2026-01-04T11:01:19.654Z"
"animadversion","n.","批判, 责骂","","2026-01-04T11:01:19.654Z"
"animate","adj.","活着的, 有生命的","","2026-01-04T11:01:19.654Z"
"animus","n.","敌意","","2026-01-04T11:01:19.654Z"
"annals","n.","历史记载","","2026-01-04T11:01:19.654Z"
"anneal","v.","加固","","2026-01-04T11:01:19.654Z"
"annex","v.","附加","","2026-01-04T11:01:19.654Z"
"annihilate","v.","毁灭, 毁坏","","2026-01-04T11:01:19.654Z"
"annotate","v.","注释","","2026-01-04T11:01:19.654Z"
"anodyne","adj.","不惹人厌烦的","","2026-01-04T11:01:19.654Z"
"anomalous","adj.","不寻常的, 异常的","","2026-01-04T11:01:19.654Z"
"anonymous","adj.","不出名的","","2026-01-04T11:01:19.654Z"
"antagonistic","adj.","敌对的","","2026-01-04T11:01:19.654Z"
"antecedent","n.","先前的","","2026-01-04T11:01:19.654Z"
"antediluvian","adj.","极为过时的","","2026-01-04T11:01:19.654Z"
"anthropocentrism","n.","人类中心说","","2026-01-04T11:01:19.654Z"
"anthropogenic","adj.","人为的","","2026-01-04T11:01:19.654Z"
"anticipate","v.","期待","","2026-01-04T11:01:19.654Z"
"antidote","n. .","解药","","2026-01-04T11:01:19.654Z"
"antiquarian","adj.","古文物研究的","","2026-01-04T11:01:19.654Z"
"antiquated","adj.","老旧的, 过时的","","2026-01-04T11:01:19.654Z"
"antithesis","n.","相反, 对立","","2026-01-04T11:01:19.654Z"
"apathetic","adj.","漠不关心的","","2026-01-04T11:01:19.654Z"
"ape","v.","（笨拙的）模仿","","2026-01-04T11:01:19.654Z"
"apex","n.","最高点, 顶峰","","2026-01-04T11:01:19.654Z"
"aplomb","n.","自信沉着, 泰然自若","","2026-01-04T11:01:19.654Z"
"apocalypse","n.","大灾难","","2026-01-04T11:01:19.654Z"
"apocryphal","adj.","被人们普遍接受却不正确的, 假的","","2026-01-04T11:01:19.654Z"
"apogee","n.","最高点","","2026-01-04T11:01:19.654Z"
"apolitical","adj.","对政治不感兴趣的","","2026-01-04T11:01:19.654Z"
"apologist","n.","辩护人","","2026-01-04T11:01:19.654Z"
"apology","n.","辩护","","2026-01-04T11:01:19.654Z"
"apostle","n.","狂热的支持者","","2026-01-04T11:01:19.654Z"
"appeal","v.","呼吁, 恳求","","2026-01-04T11:01:19.654Z"
"appease","v.","安抚, 缓和","","2026-01-04T11:01:19.654Z"
"applaud","v.","赞美, 支持","","2026-01-04T11:01:19.654Z"
"apposite","adj.","合适的, 相关的","","2026-01-04T11:01:19.654Z"
"appraise","v.","评估","","2026-01-04T11:01:19.654Z"
"appreciable","adj.","可感知的, 可衡量的","","2026-01-04T11:01:19.654Z"
"appreciate","v.","升值","","2026-01-04T11:01:19.654Z"
"apprehend","v.","逮捕","","2026-01-04T11:01:19.655Z"
"apprentice","n.","新手","","2026-01-04T11:01:19.655Z"
"approbate","v.","支持, 赞成","","2026-01-04T11:01:19.655Z"
"appropriate","adj.","合适的","","2026-01-04T11:01:19.655Z"
"apropos","adj.","合适的","","2026-01-04T11:01:19.655Z"
"apt","adj.","合适的","","2026-01-04T11:01:19.655Z"
"arbitrary","adj.","武断的, 任性的","","2026-01-04T11:01:19.655Z"
"arboreal","adj.","树的","","2026-01-04T11:01:19.655Z"
"arcane","adj.","难懂的，鲜为人知的","","2026-01-04T11:01:19.655Z"
"archaic","adj.","过时的","","2026-01-04T11:01:19.655Z"
"archetypal","n.","典型","","2026-01-04T11:01:19.655Z"
"archive","v.","存档, 保存","","2026-01-04T11:01:19.655Z"
"ardent","adj.","热衷的, 热情的","","2026-01-04T11:01:19.655Z"
"arduous","adj.","困难的","","2026-01-04T11:01:19.655Z"
"arguably","adv.","可以这样说地","","2026-01-04T11:01:19.655Z"
"aristocracy","n.","贵族统治, 精英统治","","2026-01-04T11:01:19.655Z"
"arrest","v.","阻止","","2026-01-04T11:01:19.655Z"
"artifice","n.","诡计，欺骗","","2026-01-04T11:01:19.655Z"
"artless","adj.","朴实的, 单纯的","","2026-01-04T11:01:19.655Z"
"ascertain","v.","查明","","2026-01-04T11:01:19.655Z"
"ascetic","adj.","生活朴素的","","2026-01-04T11:01:19.655Z"
"ascribe","v.","归因于","","2026-01-04T11:01:19.655Z"
"aside","n.","跑题","","2026-01-04T11:01:19.655Z"
"asperity","n.","态度粗暴","","2026-01-04T11:01:19.655Z"
"assail","v.","批评, 攻击","","2026-01-04T11:01:19.655Z"
"assemblage","v.","混合","","2026-01-04T11:01:19.655Z"
"asset","n.","有价值的人或事","","2026-01-04T11:01:19.655Z"
"asseverate","v.","郑重声明","","2026-01-04T11:01:19.655Z"
"assiduous","adj.","努力的","","2026-01-04T11:01:19.655Z"
"assimilate","v.","吸收","","2026-01-04T11:01:19.655Z"
"associate","n.","同事, 伙伴","","2026-01-04T11:01:19.655Z"
"august","adj.","庄严的, 肃穆的","","2026-01-04T11:01:19.655Z"
"assuage","v.","安抚, 缓和","","2026-01-04T11:01:19.655Z"
"assume","v.","假装","","2026-01-04T11:01:19.655Z"
"astringent","adj.","严厉的, 尖刻的","","2026-01-04T11:01:19.655Z"
"astronomical","adj.","巨大的","","2026-01-04T11:01:19.655Z"
"astute","adj.","敏锐的","","2026-01-04T11:01:19.655Z"
"asunder","adj.","分裂的","","2026-01-04T11:01:19.655Z"
"atavism","n.","重现","","2026-01-04T11:01:19.655Z"
"atheism","n.","无神论","","2026-01-04T11:01:19.655Z"
"attain","v.","达到, 获得","","2026-01-04T11:01:19.655Z"
"attenuate","v.","使减弱","","2026-01-04T11:01:19.655Z"
"attune","v.","使协调一致","","2026-01-04T11:01:19.655Z"
"audacious","adj.","大胆的, 无畏的","","2026-01-04T11:01:19.655Z"
"augment","v.","放大","","2026-01-04T11:01:19.655Z"
"auspicious","adj.","吉兆的, 幸运的","","2026-01-04T11:01:19.655Z"
"austere","adj.","朴素的, 没有装饰的","","2026-01-04T11:01:19.655Z"
"authenticate","v.","验证, 证明....是真实的","","2026-01-04T11:01:19.655Z"
"authoritarian","adj.","专制的","","2026-01-04T11:01:19.655Z"
"authoritative","adj.","权威的, 可信的","","2026-01-04T11:01:19.655Z"
"autocrat","n.","独裁者","","2026-01-04T11:01:19.655Z"
"autonomous","adj.","自治的","","2026-01-04T11:01:19.655Z"
"autumn","n.","晚年, 暮年","","2026-01-04T11:01:19.655Z"
"avant-garde","n.","先锋派, 前卫派","","2026-01-04T11:01:19.655Z"
"avaricious","adj.","贪婪的","","2026-01-04T11:01:19.655Z"
"avatar","n.","化身, 代表","","2026-01-04T11:01:19.655Z"
"aver","v.","断言","","2026-01-04T11:01:19.655Z"
"averse","adj.","反感的","","2026-01-04T11:01:19.655Z"
"avert","v.","阻止","","2026-01-04T11:01:19.655Z"
"avian","adj.","跟鸟有关的","","2026-01-04T11:01:19.655Z"
"avid","adj.","非常渴望的, 贪婪的","","2026-01-04T11:01:19.655Z"
"avow","v.","承认","","2026-01-04T11:01:19.655Z"
"await","v.","等待","","2026-01-04T11:01:19.655Z"
"awry","adj.","错误的","","2026-01-04T11:01:19.655Z"
"axiomatic","adj.","公理的，不证自明的","","2026-01-04T11:01:19.655Z"
"backbone","n.","支柱, 支撑","","2026-01-04T11:01:19.655Z"
"backfire","v.","事与愿违, 起反作用","","2026-01-04T11:01:19.655Z"
"backhanded","adj.","不直接的","","2026-01-04T11:01:19.655Z"
"backlash","n.","激烈反对","","2026-01-04T11:01:19.655Z"
"backwater","n.","停滞、落后的地方","","2026-01-04T11:01:19.655Z"
"baffle","v.","使...困惑","","2026-01-04T11:01:19.655Z"
"baleful","adj.","邪恶的，不吉利的","","2026-01-04T11:01:19.655Z"
"balk","v.","（突然地)拒绝","","2026-01-04T11:01:19.655Z"
"balkanize","v.","使割据","","2026-01-04T11:01:19.655Z"
"balloon","v.","快速上升","","2026-01-04T11:01:19.655Z"
"banal","adj.","无聊的","","2026-01-04T11:01:19.655Z"
"baneful","adj.","有害的","","2026-01-04T11:01:19.655Z"
"banish","v.","驱逐","","2026-01-04T11:01:19.655Z"
"barbarity","n.","野蛮, 残忍","","2026-01-04T11:01:19.655Z"
"baroque","adj.","奢华的, 复杂的","","2026-01-04T11:01:19.655Z"
"barring","prep.","除了......以外","","2026-01-04T11:01:19.655Z"
"base","adj.","卑鄙的","","2026-01-04T11:01:19.655Z"
"baseless","adj.","毫无根据的","","2026-01-04T11:01:19.655Z"
"bathetic","adj.","陈腐的","","2026-01-04T11:01:19.655Z"
"becoming","adj.","（尤指有吸引力的）得体的, 合适的","","2026-01-04T11:01:19.655Z"
"bedrock","n.","根基","","2026-01-04T11:01:19.655Z"
"befuddle","v.","使...困惑","","2026-01-04T11:01:19.655Z"
"beget","v.","导致","","2026-01-04T11:01:19.655Z"
"beholden","adj.","亏欠的","","2026-01-04T11:01:19.655Z"
"belabor","v.","批评","","2026-01-04T11:01:19.655Z"
"belated","adj.","晚的, 迟的","","2026-01-04T11:01:19.655Z"
"beleaguer","v.","困扰，骚扰","","2026-01-04T11:01:19.655Z"
"belie","v.","掩盖","","2026-01-04T11:01:19.655Z"
"belittle","v.","轻视, 贬低","","2026-01-04T11:01:19.655Z"
"belligerent","adj.","好斗的","","2026-01-04T11:01:19.655Z"
"bellwether","n.","领导者","","2026-01-04T11:01:19.655Z"
"bemoan","v.","哀悼, 悲伤","","2026-01-04T11:01:19.655Z"
"bemuse","v.","使...困惑","","2026-01-04T11:01:19.655Z"
"benefactor","n.","慈善家","","2026-01-04T11:01:19.655Z"
"beneficiary","n.","受帮助的人","","2026-01-04T11:01:19.655Z"
"benevolent","adj.","仁慈的, 慈善的","","2026-01-04T11:01:19.655Z"
"benighted","adj.","无知的, 愚昧的","","2026-01-04T11:01:19.655Z"
"benign","adj.","无害的","","2026-01-04T11:01:19.655Z"
"bent","adj.","有倾向的","","2026-01-04T11:01:19.655Z"
"bequeath","v.","遗赠","","2026-01-04T11:01:19.655Z"
"beset","v.","困扰","","2026-01-04T11:01:19.655Z"
"bestow","v.","授予, 给予","","2026-01-04T11:01:19.655Z"
"betoken","v.","预示","","2026-01-04T11:01:19.655Z"
"betray","v.","（无意中）显露","","2026-01-04T11:01:19.655Z"
"bewilder","v.","使...困惑","","2026-01-04T11:01:19.655Z"
"bifurcate","v.","一分为二","","2026-01-04T11:01:19.655Z"
"bighearted","adj.","慷慨的, 宽大的","","2026-01-04T11:01:19.655Z"
"bishop","n.","主教","","2026-01-04T11:01:19.655Z"
"bitter","adj.","怨恨的, 气愤的","","2026-01-04T11:01:19.655Z"
"bland","adj.","无聊的","","2026-01-04T11:01:19.655Z"
"blatant","adj.","吵吵闹闹的","","2026-01-04T11:01:19.655Z"
"bleak","adj.","阴暗的, 阴郁的","","2026-01-04T11:01:19.655Z"
"blemish","v.","玷污, 破坏","","2026-01-04T11:01:19.655Z"
"blight","v.","破坏","","2026-01-04T11:01:19.655Z"
"blithe","adj.","无忧无虑的,轻松的","","2026-01-04T11:01:19.655Z"
"block","v.","阻碍, 妨碍","","2026-01-04T11:01:19.655Z"
"blunt","adj.","直率的","","2026-01-04T11:01:19.655Z"
"blur","v.","使...模糊不清","","2026-01-04T11:01:19.655Z"
"bluster","v.","（虚张声势地）恐吓","","2026-01-04T11:01:19.655Z"
"boast","v.","吹嘘","","2026-01-04T11:01:19.655Z"
"bogus","adj.","假的","","2026-01-04T11:01:19.655Z"
"boisterous","adj.","吵闹的","","2026-01-04T11:01:19.655Z"
"bolster","v.","支持","","2026-01-04T11:01:19.655Z"
"bombard","v.","（如炸弹般）攻击（人或事物）","","2026-01-04T11:01:19.655Z"
"bombastic","adj.","夸大的，言过其实的","","2026-01-04T11:01:19.656Z"
"bookish","adj.","书呆子气的","","2026-01-04T11:01:19.656Z"
"boon","n.","好处, 福利","","2026-01-04T11:01:19.656Z"
"boor","n.","粗人","","2026-01-04T11:01:19.656Z"
"boorish","adj.","粗鲁的, 粗野的","","2026-01-04T11:01:19.656Z"
"boost","v.","增加, 促进","","2026-01-04T11:01:19.656Z"
"bootless","adj.","无用的","","2026-01-04T11:01:19.656Z"
"bore","n.","无聊的人","","2026-01-04T11:01:19.656Z"
"boredom","n.","厌倦","","2026-01-04T11:01:19.656Z"
"bottleneck","v.","阻塞，妨碍","","2026-01-04T11:01:19.656Z"
"bountiful","adj.","丰富的","","2026-01-04T11:01:19.656Z"
"boycott","v.","抵制","","2026-01-04T11:01:19.656Z"
"brackish","adj.","令人恶心的","","2026-01-04T11:01:19.656Z"
"brag","v.","吹嘘, 炫耀","","2026-01-04T11:01:19.656Z"
"braggadocio","n.","自夸, 吹牛大王","","2026-01-04T11:01:19.656Z"
"braggart","n.","吹牛者","","2026-01-04T11:01:19.656Z"
"brainchild","n.","(辛苦劳动的)成果, 结晶","","2026-01-04T11:01:19.656Z"
"brandish","v.","炫耀","","2026-01-04T11:01:19.656Z"
"bravado","n.","装作勇敢","","2026-01-04T11:01:19.656Z"
"brazen","adj.","厚颜无耻的, 臭不要脸的","","2026-01-04T11:01:19.656Z"
"bridle","v.","限制，抑制","","2026-01-04T11:01:19.656Z"
"brink","n.","(事情发生的) 边缘","","2026-01-04T11:01:19.656Z"
"bristle","v.","生气, 愤怒","","2026-01-04T11:01:19.656Z"
"brook","v.","容忍, 忍受","","2026-01-04T11:01:19.656Z"
"brusque","adj.","唐突的, 无礼的","","2026-01-04T11:01:19.656Z"
"bucolic","adj.","乡间生活的","","2026-01-04T11:01:19.656Z"
"budding","adj.","新出现的","","2026-01-04T11:01:19.656Z"
"bulwark","n.","堡垒，壁垒","","2026-01-04T11:01:19.656Z"
"bungle","v.","搞砸","","2026-01-04T11:01:19.656Z"
"buoy","v.","使浮起来","","2026-01-04T11:01:19.656Z"
"buoyant","adj.","愉悦的","","2026-01-04T11:01:19.656Z"
"bureaucracy","n.","官僚机构","","2026-01-04T11:01:19.656Z"
"burgeon","v.","繁荣, 快速增长","","2026-01-04T11:01:19.656Z"
"burlesque","n.","通过滑稽的模仿而讽刺","","2026-01-04T11:01:19.656Z"
"bustling","adj.","忙乱的","","2026-01-04T11:01:19.656Z"
"bypass","v.","绕过","","2026-01-04T11:01:19.656Z"
"byword","n.","典型, 代名词","","2026-01-04T11:01:19.656Z"
"cachet","n.","声望, 威望","","2026-01-04T11:01:19.656Z"
"cacophony","n.","刺耳的声音, 不和谐的声音","","2026-01-04T11:01:19.656Z"
"cagey","adj.","小心的；谨慎的","","2026-01-04T11:01:19.656Z"
"cajole","v.","哄骗","","2026-01-04T11:01:19.656Z"
"calamity","n.","大灾难","","2026-01-04T11:01:19.656Z"
"calculable","adj.","可计算的","","2026-01-04T11:01:19.656Z"
"calculated","adj.","故意的, 精打细算的","","2026-01-04T11:01:19.656Z"
"callous","adj.","冷漠的","","2026-01-04T11:01:19.656Z"
"callow","adj.","幼稚的, 稚嫩的","","2026-01-04T11:01:19.656Z"
"calumny","n.","诽谤","","2026-01-04T11:01:19.656Z"
"camaraderie","n.","志同道合之情谊","","2026-01-04T11:01:19.656Z"
"canard","n.","谣言","","2026-01-04T11:01:19.656Z"
"canary","n.","金丝雀","","2026-01-04T11:01:19.656Z"
"canned","adj.","千篇一律的","","2026-01-04T11:01:19.656Z"
"cannibalism","n.","食人,嗜食同类","","2026-01-04T11:01:19.656Z"
"cannibalize","v.","采用...作为主要来源","","2026-01-04T11:01:19.656Z"
"canny","adj.","精明的, 聪明的","","2026-01-04T11:01:19.656Z"
"canonical","adj.","（书籍等在某个领域）经典之作的","","2026-01-04T11:01:19.656Z"
"cantankerous","adj.","易怒的","","2026-01-04T11:01:19.656Z"
"capitulate","v.","投降","","2026-01-04T11:01:19.656Z"
"capricious","adj.","变化多端的","","2026-01-04T11:01:19.656Z"
"captious","adj.","挑刺的, 吹毛求疵的","","2026-01-04T11:01:19.656Z"
"captivate","v.","吸引","","2026-01-04T11:01:19.656Z"
"caricature","n.","讽刺画","","2026-01-04T11:01:19.656Z"
"castigate","v.","严厉批评","","2026-01-04T11:01:19.656Z"
"cast-iron","adj.","坚固的, 顽强的","","2026-01-04T11:01:19.656Z"
"cataclysm","n.","n. 灾难","","2026-01-04T11:01:19.656Z"
"catastrophe","n.","灾难","","2026-01-04T11:01:19.656Z"
"categorical","adj.","绝对的, 坚定的","","2026-01-04T11:01:19.656Z"
"cater","v.","迎合","","2026-01-04T11:01:19.656Z"
"caterwaul","v.","发出难听的声音","","2026-01-04T11:01:19.656Z"
"cautious","adj.","小心谨慎的","","2026-01-04T11:01:19.656Z"
"cavalier","adj.","随便的，轻蔑的","","2026-01-04T11:01:19.656Z"
"cease","v.","停止","","2026-01-04T11:01:19.656Z"
"cede","v.","割让","","2026-01-04T11:01:19.656Z"
"celebrated","adj.","出名的","","2026-01-04T11:01:19.656Z"
"censure","v.","指责","","2026-01-04T11:01:19.656Z"
"cerebral","adj.","理智的","","2026-01-04T11:01:19.656Z"
"certitude","n.","确信无疑","","2026-01-04T11:01:19.656Z"
"chagrin","n.","苦恼, 烦恼","","2026-01-04T11:01:19.656Z"
"champion","n.","支持者","","2026-01-04T11:01:19.656Z"
"channel","v.","指导，引导","","2026-01-04T11:01:19.656Z"
"chaos","n.","混乱","","2026-01-04T11:01:19.656Z"
"charlatan","n.","骗子","","2026-01-04T11:01:19.656Z"
"chastise","v.","谴责","","2026-01-04T11:01:19.656Z"
"chauvinism","n.","盲目的爱国心","","2026-01-04T11:01:19.656Z"
"chauvinistic","adj.","极端爱国的","","2026-01-04T11:01:19.656Z"
"check","v.","阻止","","2026-01-04T11:01:19.656Z"
"chic","adj.","时尚的","","2026-01-04T11:01:19.656Z"
"chicanery","n.","欺骗, 诡计","","2026-01-04T11:01:19.656Z"
"chimera","n.","幻想","","2026-01-04T11:01:19.656Z"
"chivalrous","adj.","勇敢的","","2026-01-04T11:01:19.656Z"
"choke","v.","抑制","","2026-01-04T11:01:19.656Z"
"choreograph","v.","精心安排","","2026-01-04T11:01:19.656Z"
"churlish","adj.","不礼貌的","","2026-01-04T11:01:19.656Z"
"cinch","n.","容易的事","","2026-01-04T11:01:19.656Z"
"circuitous","adj.","兜圈子的, 不直接的","","2026-01-04T11:01:19.656Z"
"circumlocution","n.","绕圈的话语","","2026-01-04T11:01:19.656Z"
"circumscribe","v.","限制","","2026-01-04T11:01:19.656Z"
"circumspect","adj.","谨慎的","","2026-01-04T11:01:19.656Z"
"circumstantial","adj.","详细的","","2026-01-04T11:01:19.656Z"
"circumvent","v.","绕过, 回避","","2026-01-04T11:01:19.656Z"
"civil","adj.","公民的","","2026-01-04T11:01:19.656Z"
"clairvoyance","n.","洞察力","","2026-01-04T11:01:19.656Z"
"clairvoyant","adj.","有洞察力的","","2026-01-04T11:01:19.656Z"
"clamorous","adj.","吵吵闹闹的","","2026-01-04T11:01:19.656Z"
"clandestine","adj.","秘密的, 隐蔽的","","2026-01-04T11:01:19.656Z"
"clangorous","adj.","叮当响的, 响亮的","","2026-01-04T11:01:19.656Z"
"claustrophobic","adj.","狭小而引起不适的","","2026-01-04T11:01:19.656Z"
"clearheaded","adj.","思路清晰的","","2026-01-04T11:01:19.656Z"
"cleave","v.","忠诚于…","","2026-01-04T11:01:19.656Z"
"clergy","n.","神职人员, 牧师","","2026-01-04T11:01:19.656Z"
"cliché","n.","陈词滥调","","2026-01-04T11:01:19.656Z"
"clinical","adj.","不感情用事的, 冷静的","","2026-01-04T11:01:19.656Z"
"clique","n.","小团体","","2026-01-04T11:01:19.656Z"
"cloak","v.","伪装, 掩盖","","2026-01-04T11:01:19.656Z"
"clot","v.","凝固结块","","2026-01-04T11:01:19.656Z"
"clownish","adj.","小丑般的, 滑稽的","","2026-01-04T11:01:19.656Z"
"cloying","adj.","令人腻烦的","","2026-01-04T11:01:19.656Z"
"clueless","adj.","无知的","","2026-01-04T11:01:19.656Z"
"clumsy","adj.","笨拙的","","2026-01-04T11:01:19.656Z"
"cluster","v.","聚集","","2026-01-04T11:01:19.657Z"
"clutch","v.","抓住","","2026-01-04T11:01:19.657Z"
"coalesce","v.","聚合, 团结","","2026-01-04T11:01:19.657Z"
"coarse","adj.","粗糙的","","2026-01-04T11:01:19.657Z"
"coax","v.","诱骗","","2026-01-04T11:01:19.657Z"
